cell,logFC,score_R,score_NR
C8_P4_M24_L001,-0.557701851101065,0,0.557701851101065
C9_P1_M24_L001,0.0738547654080703,0.0738547654080703,0
C9_P2_M24_L001,-0.881529751798895,0,0.881529751798895
C9_P3_M24_L001,0.313877533921251,0.313877533921251,0
C9_P4_M24_L001,-1.05777559761287,0,1.05777559761287
D10_P1_M24_L001,-1.00529022786173,0,1.00529022786173
D10_P2_M24_L001,0.595804220379938,0.595804220379938,0
D10_P3_M24_L001,0.816499421246979,0.816499421246979,0
D10_P4_M24_L001,-0.7909448448688,0,0.7909448448688
D11_P1_M24_L001,-3.45980974448428,0,3.45980974448428
D11_P2_M24_L001,-1.93425116347022,0,1.93425116347022
D11_P3_M24_L001,0.794321890849464,0.794321890849464,0
D11_P4_M24_L001,-0.840407031537034,0,0.840407031537034
D12_P1_M24_L001,-1.30186774857737,0,1.30186774857737
